Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RISK_MM,RainTomorrow
2015-08-25,Cobar,9.3,12.7,1,3.8,NA,WSW,33,WSW,SW,20,20,90,73,1020.5,1020.6,7,7,9.7,12.1,No,0.4,No
2015-08-26,Cobar,8.2,16.1,0.4,2.4,NA,S,20,S,NNW,7,11,94,59,1024.2,1020.8,7,7,10.7,15.8,No,0,No
2015-08-27,Cobar,6.7,17,0,1,NA,WSW,39,W,WSW,7,22,84,46,1022.7,1020.3,3,6,12.2,15.6,No,1.4,Yes
2015-08-28,Cobar,4.3,17.3,1.4,3.4,NA,SW,30,SW,SW,11,17,66,40,1026,1022.8,0,2,10.5,16.5,Yes,0,No
2015-08-29,Cobar,5.8,15.4,0,3.8,NA,SSW,31,E,SW,9,15,61,41,1026,1022.5,7,7,12.1,14.5,No,0,No
2015-08-30,Cobar,2.2,15.6,0,2,NA,S,30,SSW,SSW,15,13,60,45,1023.8,1020.4,6,2,9.4,14.9,No,0,No
2015-08-31,Cobar,2.5,16.3,0,3.2,NA,SSW,30,SSW,SW,9,17,71,40,1021.1,1017.7,0,0,9.4,15.6,No,0,No
2015-09-01,Cobar,4.7,19,0,3,NA,NE,22,NNE,NE,11,9,55,31,1019,1014.7,0,6,12.8,18.1,No,0.2,No
2015-09-02,Cobar,10.9,22.4,0.2,4.2,NA,NNW,69,NE,NE,22,31,39,32,1013.2,1005,1,2,16.4,21.8,No,4.4,Yes
2015-09-03,Cobar,7.3,15.9,4.4,4.8,NA,WSW,48,W,WSW,20,26,91,57,1010.6,1014,8,6,10.3,15,Yes,1.4,Yes
2015-09-04,Cobar,6.6,19.4,1.4,3,NA,SSW,26,SSW,SSW,11,13,93,46,1023.5,1020.6,7,4,9,17.8,Yes,0,No
2015-09-05,Cobar,3.8,17.6,0,2.2,NA,SSW,33,S,SW,9,13,60,35,1024.3,1020.2,1,1,11.7,17.1,No,0,No
2015-09-06,Cobar,4.9,19.1,0,5,NA,N,26,NE,NW,15,13,54,32,1022.3,1018.6,6,7,13.3,18.2,No,0,No
2015-09-07,Cobar,6.9,18.2,0,1,NA,W,44,SSW,SW,15,20,54,40,1021.8,1020,1,3,12.9,16.9,No,0,No
2015-09-08,Cobar,2.4,17.6,0,4.2,NA,WSW,39,WSW,SW,11,22,51,42,1025.1,1021.9,1,7,11.4,16.3,No,0.2,No
2015-09-09,Cobar,6.5,19.1,0.2,4.6,NA,S,33,S,SW,11,22,83,35,1027.3,1025.5,1,1,11.4,18.6,No,0,No
2015-09-10,Cobar,6,19.1,0,4,NA,SSW,28,SSE,SW,11,13,58,32,1030.9,1027.8,0,0,13.4,18.6,No,0,No
2015-09-11,Cobar,6.4,24.2,0,5.2,NA,NNE,50,ENE,W,15,9,47,22,1029.9,1025.9,NA,NA,16.6,23.8,No,0,No
2015-09-12,Cobar,11.3,26.5,0,4.2,NA,N,28,N,NNE,15,9,36,16,1027.7,1023.7,NA,1,20.4,26.2,No,0,No
2015-09-13,Cobar,12.7,28,0,5.6,NA,NNE,30,N,ENE,17,11,36,19,1026.5,1022.2,0,0,21,26.8,No,0,No
2015-09-14,Cobar,13.9,28.6,0,9,NA,NNW,41,NNE,NNE,22,13,31,18,1023.1,1017.7,1,0,21.2,27.9,No,0,No
2015-09-15,Cobar,14.3,24.5,0,8.6,NA,SSW,30,S,W,15,15,53,28,1017.7,1015.5,0,1,18.2,24.5,No,0,No
2015-09-16,Cobar,7.2,22.8,0,6,NA,S,30,SE,SW,13,9,42,22,1019.6,1015.6,1,1,16.8,21.9,No,0,No
2015-09-17,Cobar,8.1,20.9,0,3.4,NA,SW,39,ESE,SW,11,19,42,26,1020.2,1019.9,1,4,16.4,20.7,No,0,No
2015-09-18,Cobar,5.4,21.8,0,7.6,NA,SE,26,SSE,SSW,17,11,44,25,1026,1022.5,NA,1,13.9,20.7,No,0,No
2015-09-19,Cobar,9.2,23,0,4.2,NA,ENE,35,ENE,SW,22,4,43,28,1023.9,1019.5,1,5,16.7,21.3,No,0,No
2015-09-20,Cobar,9.3,24.2,0,3.6,NA,E,24,ENE,S,17,9,52,24,1021.2,1017.5,1,3,17.5,23.6,No,0,No
2015-09-21,Cobar,12.2,27.8,0,6.4,NA,NNW,39,NNE,WNW,15,19,35,16,1019.3,1015.9,3,4,20,25.7,No,0,No
2015-09-22,Cobar,7.1,18.1,0,8.8,NA,SSW,50,S,SW,20,26,46,23,1024.3,1022.2,1,0,12.9,17.3,No,0,No
2015-09-23,Cobar,4.8,16.4,0,6.2,NA,S,39,S,SSE,20,28,45,16,1028.8,1026,0,0,9.6,15.5,No,0,No
2015-09-24,Cobar,2.7,19.2,0,6.2,NA,S,35,ESE,SE,13,22,35,17,1028,1023.7,0,0,13.3,18.2,No,0,No
2015-09-25,Cobar,5.7,22,0,6.2,NA,ESE,39,E,ESE,20,17,35,23,1028.4,1024.3,NA,2,14.6,22,No,0,No
2015-09-26,Cobar,8.7,22.6,0,4.6,NA,E,35,E,ESE,22,17,44,25,1027.4,1022.2,NA,1,16,21.5,No,0,No
2015-09-27,Cobar,8.2,23.3,0,4.8,NA,E,28,E,S,13,9,40,22,1024,1019.9,0,3,17.9,22.7,No,0,No
2015-09-28,Cobar,9.7,25,0,7,NA,W,26,N,W,13,15,27,17,1021,1016.7,0,2,20.1,23.9,No,0,No
2015-09-29,Cobar,12.3,28.9,0,7.8,NA,NNE,35,NNE,W,19,15,23,11,1019.6,1015.8,0,3,21.4,26.3,No,0,No
2015-09-30,Cobar,10.7,29,0,2.4,NA,WSW,39,N,WSW,15,15,13,11,1019.5,1016.9,1,6,24,28,No,0,No
2015-10-01,Cobar,11.1,27.6,0,15.8,NA,SSW,37,S,SW,19,22,23,11,1026,1024.3,0,0,19.9,26.5,No,0,No
2015-10-02,Cobar,9.4,29.9,0,8.8,NA,ESE,39,ESE,SE,22,11,25,7,1032.1,1028.9,NA,NA,21.2,29.8,No,0,No
2015-10-03,Cobar,14,34.6,0,10.6,NA,NNW,30,N,NNW,15,9,13,9,1030.9,1025.8,NA,NA,27.8,34.1,No,0,No
2015-10-04,Cobar,17.8,35.7,0,11.2,NA,NW,33,NNW,NW,15,13,14,6,1027.2,1023.7,1,1,26.6,35.1,No,0,No
2015-10-05,Cobar,19.5,36.4,0,11.2,NA,N,37,N,NE,13,19,12,4,1025.3,1021.8,4,1,26.8,35.5,No,0,No
2015-10-06,Cobar,20.8,36.8,0,8.4,NA,NNW,48,NNE,NW,17,24,13,6,1022,1019.5,0,0,26.9,35.8,No,0,No
2015-10-07,Cobar,18.4,34.1,0,8.2,NA,S,35,S,S,15,15,39,17,1026,1023.9,1,4,21.6,33.1,No,0,No
2015-10-08,Cobar,15.6,32,0,7.4,NA,NE,43,ENE,ENE,28,19,48,23,1030.3,1027,1,1,18.7,31,No,0,No
2015-10-09,Cobar,17.8,32.7,0,10.6,NA,S,46,NNE,E,17,7,43,19,1030.5,1026.5,1,1,22.2,31.9,No,2.6,Yes
2015-10-10,Cobar,17.5,32.4,2.6,9.2,NA,ENE,37,E,SSE,17,9,37,20,1026.9,1022.8,3,7,23.5,30.5,Yes,1.6,Yes
2015-10-11,Cobar,17.3,28.5,1.6,6.2,NA,W,54,NNE,ENE,17,11,66,42,1022.2,1019.5,5,3,20.3,25.4,Yes,1.2,Yes
2015-10-12,Cobar,17,33.7,1.2,7.2,NA,N,57,N,W,13,20,36,18,1016.7,1013.3,1,2,24.4,32.4,Yes,0,No
2015-10-13,Cobar,12.4,28.1,0,9,NA,S,31,S,WSW,17,11,47,20,1019.5,1017.3,1,1,17.7,26.6,No,0,No
2015-10-14,Cobar,12.8,33,0,8.6,NA,ENE,31,NE,N,20,15,38,20,1021.1,1018.9,0,2,22.4,31.5,No,0,No
2015-10-15,Cobar,18.9,33.2,0,10,NA,NNE,43,NNE,NNE,26,19,41,16,1022.6,1019.6,0,1,24.2,31.9,No,0,No
2015-10-16,Cobar,19,34.7,0,10.6,NA,NNE,35,NNE,NNE,19,11,28,11,1021.8,1018.5,NA,1,26.7,33.9,No,0,No
2015-10-17,Cobar,19.6,36.8,0,11,NA,S,44,NNW,NNW,19,13,21,10,1021.9,1019.3,1,2,28.3,35.5,No,0,No
2015-10-18,Cobar,21.7,33.3,0,13.2,NA,ESE,31,SSE,E,9,9,40,24,1023.2,1020.7,7,6,24.5,31.9,No,0,No
2015-10-19,Cobar,21.2,32.7,0,7.2,NA,NNW,39,NE,N,17,13,45,27,1022.5,1019.8,7,7,24.6,28.7,No,0,No
2015-10-20,Cobar,20.3,35.8,0,7,NA,SW,44,NNE,N,24,15,26,16,1018.7,1014.5,4,7,26.9,32.6,No,0,No
2015-10-21,Cobar,22.5,30.1,0,9.2,NA,WSW,56,SE,SW,13,24,41,70,1012,1010,7,7,24.7,22,No,4.4,Yes
2015-10-22,Cobar,14.7,23.2,4.4,4.6,NA,WSW,41,SW,SW,20,28,81,37,1014.9,1014.4,7,1,15.3,21.9,Yes,0,No
2015-10-23,Cobar,11.7,27.9,0,7.6,NA,SSW,33,S,SSW,11,11,56,29,1019.2,1016.4,1,2,18.3,26.4,No,0,No
2015-10-24,Cobar,14.6,31.7,0,6.8,NA,NE,31,NNE,N,22,13,43,21,1020.3,1016.9,NA,2,20.7,28.8,No,0,No
2015-10-25,Cobar,17.3,34.2,0,8.4,NA,NNW,35,NNE,N,19,13,27,17,1018.7,1015.6,7,6,25.3,32.1,No,0,No
2015-10-26,Cobar,21.6,36.1,0,11.2,NA,WSW,44,E,SW,7,30,39,24,1016,1011.9,7,3,25.9,33.9,No,0,No
2015-10-27,Cobar,14.8,31,0,11.8,NA,E,46,SSE,NNW,11,9,46,23,1018.5,1015.6,0,1,20.1,29.5,No,0,No
2015-10-28,Cobar,13.9,30.7,0,9.2,NA,E,39,ENE,SE,26,11,55,29,1019.3,1015.7,1,3,18.5,30,No,0,No
2015-10-29,Cobar,17.6,31.8,0,8.4,NA,ENE,31,ENE,SSE,17,9,63,20,1018.4,1015.4,1,4,20.8,30.7,No,0,No
2015-10-30,Cobar,20.1,31.6,0,9.2,NA,WNW,54,NNE,NNW,22,19,55,25,1017.7,1015,7,7,23.6,31,No,4.4,Yes
2015-10-31,Cobar,16.7,29.9,4.4,6.2,NA,ENE,41,SE,NE,19,24,91,38,1018.6,1012.5,7,2,17,28.9,Yes,2.4,Yes
2015-11-01,Cobar,16.7,30.2,2.4,7.2,NA,W,65,NE,NNE,19,31,72,45,1012.9,1008.3,6,6,21.6,28.2,Yes,7.6,Yes
2015-11-02,Cobar,16.5,32.1,7.6,4.4,NA,WSW,33,NNW,WSW,13,20,73,27,1011,1008.8,1,7,22.3,32,Yes,0,No
2015-11-03,Cobar,20.4,27.7,0,8.2,NA,SW,33,ENE,SW,7,19,51,43,1012.7,1013.5,7,8,22.8,25.2,No,9.8,Yes
2015-11-04,Cobar,18.2,29.9,9.8,2.6,NA,WNW,65,NE,NNE,20,17,89,54,1012.7,1009.5,7,7,19.4,27.3,Yes,19.4,Yes
2015-11-05,Cobar,17.3,29,19.4,6.2,NA,NW,41,N,WNW,17,26,85,45,1008,1005.8,7,3,21.1,26.9,Yes,0.2,No
2015-11-06,Cobar,17.4,26.7,0.2,7,NA,WSW,33,SW,SW,19,17,60,41,1010.8,1009,3,7,21.7,26.1,No,0,No
2015-11-07,Cobar,15.3,29.1,0,7,NA,SW,50,SSE,S,15,20,61,22,1015.7,1014.1,NA,1,20.6,28.1,No,0,No
2015-11-08,Cobar,12.9,29.1,0,8.8,NA,S,39,SSE,SSW,13,24,41,26,1017.2,1014.2,2,2,18.8,27.9,No,0,No
2015-11-09,Cobar,16.1,30.3,0,9.6,NA,SE,31,E,SSE,13,15,57,47,1017.8,1013.5,1,6,20.5,28.7,No,0,No
2015-11-10,Cobar,18.3,33.9,0,9,NA,ESE,28,NE,ENE,15,9,35,17,1014.1,1011,6,4,26,32.4,No,0,No
2015-11-11,Cobar,20.4,33.8,0,9.6,NA,NE,33,ENE,NNE,20,15,37,21,1014.8,1013.1,7,7,25.1,32.5,No,0,No
2015-11-12,Cobar,22.9,34.8,0,9.4,NA,S,57,NE,N,28,22,38,27,1014.9,1011.5,7,7,28.1,32.5,No,13.8,Yes
2015-11-13,Cobar,17.9,30.4,13.8,7.6,NA,SW,37,N,NW,13,13,70,43,1012.7,1008.9,2,5,23.1,29.9,Yes,3.4,Yes
2015-11-14,Cobar,16.5,26.2,3.4,6.4,NA,WSW,41,S,SW,20,20,34,21,1012.3,1010.5,1,1,19.4,25.5,Yes,0,No
2015-11-15,Cobar,13.3,28.4,0,9.8,NA,E,48,SE,SSE,11,15,52,28,1013.6,1011.2,NA,3,19.5,26.5,No,0,No
2015-11-16,Cobar,15.1,28.4,0,8.2,NA,E,41,E,SE,20,13,49,28,1016.3,1013.1,0,5,20,25.6,No,0,No
2015-11-17,Cobar,17.2,32.5,0,8.6,NA,NE,28,NE,WNW,15,9,35,12,1016.4,1013.6,0,4,24,31.2,No,0,No
2015-11-18,Cobar,18.2,37.7,0,11,NA,W,43,NW,WNW,20,19,26,12,1016.2,1013.5,1,1,28.9,36.2,No,0,No
2015-11-19,Cobar,23,40.4,0,8.8,NA,WSW,39,WNW,WSW,17,15,15,8,1015.9,1013.1,0,0,31.6,38.7,No,0,No
2015-11-20,Cobar,24.4,41.9,0,15.4,NA,WNW,57,NW,NNW,20,26,12,6,1014,1010.2,NA,1,34.4,41.6,No,0,No
2015-11-21,Cobar,17.7,28.8,0,18.8,NA,S,48,S,SE,22,19,39,19,1017.8,1015.4,NA,NA,19.6,27.1,No,0,No
2015-11-22,Cobar,13.7,30,0,8.8,NA,SW,31,SE,SW,17,13,28,14,1016.4,1013,0,0,22.7,28.4,No,0,No
2015-11-23,Cobar,14.8,29.2,0,10.8,NA,WSW,44,S,WSW,11,24,25,15,1015.5,1013.4,0,0,21.1,28.1,No,0,No
2015-11-24,Cobar,14.4,31.7,0,8.8,NA,WSW,43,SSE,NW,13,11,23,26,1016.6,1012.9,0,0,23.5,30.1,No,0,No
2015-11-25,Cobar,17.4,37.9,0,9.4,NA,N,50,NE,NNW,19,24,NA,6,1012.1,1006.1,0,0,28.3,36.1,No,0,No
2015-11-26,Cobar,23.2,28.2,0,16,NA,WSW,54,SW,SW,26,20,22,27,1006.7,1009.3,4,7,27.6,26.6,No,0,No
2015-11-27,Cobar,12,26.6,0,NA,NA,S,31,SE,SSW,13,15,17,16,1016.6,1013.7,NA,NA,18.8,25.2,No,0,No
2015-11-28,Cobar,13.5,29.6,0,21.6,NA,SSW,31,SSE,WNW,9,11,17,20,1015.8,1012.5,1,NA,21.3,28.1,No,0,No
2015-11-29,Cobar,16.4,32.8,0,NA,NA,WSW,39,ENE,WSW,7,24,29,NA,1013.6,1010.2,NA,NA,25.7,32.1,No,0,No
2015-11-30,Cobar,17.8,36.3,0,NA,NA,W,30,NE,NNW,13,13,NA,NA,1011.3,1008.2,NA,NA,28.1,34.5,No,0,No
2015-12-01,Cobar,22.6,37.1,0,35.4,NA,W,57,N,W,22,33,11,17,1008,1007.9,7,7,30.7,34.7,No,0,No
2015-12-02,Cobar,14.5,26,0,11.8,NA,SSW,57,SSW,S,22,20,30,12,1018.5,1017.3,1,1,17.5,24.7,No,0,No
2015-12-03,Cobar,11.3,30.7,0,9.4,NA,SE,41,SE,ESE,20,20,17,16,1022.1,1018.4,1,2,20.3,28.7,No,0,No
2015-12-04,Cobar,17.6,33.3,0,13.6,NA,E,39,ENE,NNW,24,13,42,20,1021,1016.8,NA,1,22.7,33,No,0,No
2015-12-05,Cobar,21.2,35.8,0,12,NA,ENE,31,NE,ENE,17,13,30,NA,1018.7,1014.3,1,2,26.5,35.1,No,0,No
2015-12-06,Cobar,22.1,38.3,0,10.8,NA,SE,37,NE,NW,22,20,15,8,1016.1,1012.4,3,1,30.1,36.9,No,0,No
2015-12-07,Cobar,25.2,40,0,12.8,NA,NNE,46,NNE,NNE,20,24,17,10,1013.9,1010.8,7,7,31.6,38.6,No,0,No
2015-12-08,Cobar,27.4,31.4,0,16.4,NA,ESE,56,ESE,N,11,11,44,58,1014.5,1013,7,7,27.9,25.1,No,5.6,Yes
2015-12-09,Cobar,19.4,36,5.6,1.2,NA,NNW,43,NW,W,11,15,57,29,1015.6,1013.1,1,1,25.9,33.8,Yes,0,No
2015-12-10,Cobar,20.9,38.1,0,12.6,NA,WNW,67,NNE,W,19,39,27,5,1014,1009.5,1,2,28.5,36.7,No,0,No
2015-12-11,Cobar,20.6,32.4,0,17.4,NA,SW,57,SW,WSW,20,31,21,20,1010.5,1010.9,1,7,27.3,28.7,No,0,No
2015-12-12,Cobar,16.3,29.4,0,11.6,NA,SW,35,SE,SSW,11,13,28,9,1015.5,1013,1,1,21.2,27.7,No,0,No
2015-12-13,Cobar,14.6,33.8,0,10.6,NA,NW,33,E,NW,15,19,10,5,1015.8,1012.5,2,5,23.7,32.6,No,0,No
2015-12-14,Cobar,18.9,37,0,12,NA,SE,30,ENE,SSE,17,19,5,5,1013.9,1011.3,7,7,28.6,35.5,No,0,No
2015-12-15,Cobar,25.4,35.4,0,13.2,NA,SW,37,NE,SSE,15,15,8,10,1011.1,1010.7,7,7,32.7,33.8,No,0,No
2015-12-16,Cobar,20.5,38,0,8.6,NA,E,56,N,SSW,17,13,34,11,1011.6,1008.1,3,6,28.6,35.5,No,0,No
2015-12-17,Cobar,18.2,35.7,0,14,NA,NE,43,ENE,ESE,17,17,49,20,1013.1,1010.7,0,4,24,32.4,No,0,No
2015-12-18,Cobar,23.1,36.8,0,14.2,NA,NE,46,N,ESE,28,13,31,18,1014,1010.9,NA,1,28.3,35.7,No,0,No
2015-12-19,Cobar,24.3,39.1,0,NA,NA,NW,41,N,NNW,24,17,21,14,1013.1,1008.9,NA,NA,31.1,37.5,No,0,No
2015-12-20,Cobar,25.5,41.1,0,32,NA,W,54,N,NNW,28,22,16,10,1011.2,1006.9,2,3,32.4,39.1,No,1.2,Yes
2015-12-21,Cobar,22.5,23.8,1.2,14.8,NA,SE,35,SSW,S,9,17,90,89,1016.1,1015,7,7,22.5,21.9,Yes,12.2,Yes
2015-12-22,Cobar,18.5,25.6,12.2,1.8,NA,ESE,35,E,ESE,17,7,94,76,1017,1014.9,8,7,19.6,23.3,Yes,3.8,Yes
2015-12-23,Cobar,18,29.1,3.8,NA,NA,E,37,SE,ESE,17,17,75,48,1013.9,1011.1,7,6,20.3,27.9,Yes,0,No
2015-12-24,Cobar,17.4,32.3,0,7.2,NA,E,52,E,ESE,22,19,56,32,1013.4,1009.8,1,0,22.5,30.8,No,0,No
2015-12-25,Cobar,19.8,35.3,0,12.2,NA,NE,46,ENE,NE,28,24,53,23,1011.1,1006.1,1,3,23.9,33.8,No,0,No
2015-12-26,Cobar,23.8,29.2,0,15.2,NA,NNW,46,NNW,SW,24,28,59,59,1005.5,1006.7,7,7,26.7,24.8,No,0.4,No
2015-12-27,Cobar,14.8,27.6,0.4,8.4,NA,SSW,43,SSE,S,20,22,38,13,1016.9,1015.7,NA,1,18.7,26.2,No,0,No
2015-12-28,Cobar,14.5,30.6,0,10.4,NA,ESE,43,E,ENE,24,15,41,18,1019.3,1016.8,0,0,20.2,29,No,0,No
2015-12-29,Cobar,16.6,31.7,0,11.2,NA,SSE,41,E,SE,20,24,38,17,1019.6,1016.7,0,0,21.1,29.7,No,0,No
2015-12-30,Cobar,20.2,35.5,0,11.6,NA,ENE,35,NE,NE,20,15,19,11,1015.8,1013.7,7,7,24.8,32.7,No,0,No
2015-12-31,Cobar,21.9,35.8,0,13,NA,ENE,35,NE,E,20,19,25,10,1014.3,1011.4,7,7,26.7,35.2,No,0,No
2016-01-01,Cobar,24.5,36.4,0,NA,NA,S,31,ENE,SSE,20,15,23,13,1011.7,1008.3,NA,1,28.3,34.5,No,0,No
2016-01-02,Cobar,26.5,33,0,23,NA,WNW,61,SW,SW,19,17,27,21,1008.9,1006.5,7,7,27.6,31.3,No,0,No
2016-01-03,Cobar,22.3,29.8,0,6,NA,E,46,NNE,ENE,20,28,51,40,1009,1009.1,6,7,24,26.3,No,0,No
2016-01-04,Cobar,16.3,28.2,0,9.6,NA,ENE,37,E,SSE,19,13,59,47,1012.7,1010.7,1,7,22.1,25.8,No,0,No
2016-01-05,Cobar,19,30.7,0,5,NA,SSE,46,ESE,SSE,9,20,62,43,1011.2,1007.8,2,4,23.9,29.5,No,0,No
2016-01-06,Cobar,17.1,31.4,0,8.4,NA,S,39,SSE,S,11,22,62,59,1011.5,1010,1,4,22.9,29,No,0,No
2016-01-07,Cobar,18.9,32.4,0,9.4,NA,SE,43,ESE,SE,17,20,47,21,1014.4,1013.3,0,3,23.8,30.1,No,0,No
2016-01-08,Cobar,18.8,34.9,0,NA,NA,S,30,ESE,SSE,11,17,21,11,1017.9,1015.2,NA,NA,27.8,32.9,No,0,No
2016-01-09,Cobar,20.6,38.4,0,22,NA,SW,33,N,ENE,9,7,20,11,1017,1014,1,NA,30,36.7,No,0,No
2016-01-10,Cobar,21.1,40.6,0,12.4,NA,SSW,33,N,SSW,6,13,20,6,1014.7,1011.9,0,1,28.8,38.3,No,0,No
2016-01-11,Cobar,24.4,42.3,0,10.4,NA,W,39,N,N,19,15,22,7,1010.8,1007.7,7,7,29.9,41.5,No,0,No
2016-01-12,Cobar,26.9,42.5,0,8.6,NA,SW,54,W,WNW,11,20,19,14,1011.7,1008.7,7,6,31.4,41.5,No,0,No
2016-01-13,Cobar,27.3,42.5,0,13.4,NA,NE,74,NW,WNW,13,24,28,14,1013.4,1010.6,1,6,34.8,40.5,No,1.2,Yes
2016-01-16,Cobar,15.3,31,NA,NA,NA,E,44,ESE,E,24,20,45,38,1022,1018.5,NA,NA,19.4,28.1,NA,2.8,Yes
2016-01-17,Cobar,18.8,31.5,2.8,30.8,NA,ENE,43,ENE,ESE,19,17,50,29,1020.4,1016.4,1,6,22.3,28.9,Yes,0,No
2016-01-18,Cobar,19.3,34.5,0,9,NA,E,33,ENE,S,19,9,38,19,1016.8,1014,7,5,24.5,32.2,No,0,No
2016-01-19,Cobar,21.6,37.5,0,10.4,NA,ENE,44,NNE,ENE,19,13,29,13,1015.4,1011.7,1,3,28.8,35.5,No,0,No
2016-01-20,Cobar,25.6,40.5,0,14.6,NA,NW,54,N,NNW,22,26,26,22,1012.5,1007.7,6,7,31,37.2,No,8,Yes
2016-01-21,Cobar,22.5,36.7,8,8.6,NA,W,33,NW,WSW,11,15,67,33,1010.6,1009,7,4,27.2,34.8,Yes,0,No
2016-01-22,Cobar,26.3,36.8,0,11.1,NA,WSW,52,NNW,SW,9,19,58,82,1008.1,1007.2,7,7,29.4,27.1,No,2.2,Yes
2016-01-23,Cobar,20.4,33.7,2.2,4.2,NA,S,35,S,SSW,15,17,69,28,1010.2,1008.5,1,3,24.7,32,Yes,0,No
2016-01-24,Cobar,21.4,34.2,0,10.8,NA,WSW,37,SE,SW,11,20,47,26,1010.2,1008.1,1,4,26.4,33,No,0,No
2016-01-25,Cobar,20.4,36.5,0,9,NA,W,35,S,WSW,11,20,30,15,1010.2,1007.2,5,3,26.1,35.8,No,0,No
2016-01-26,Cobar,23.9,37.2,0,10.4,NA,NE,43,ENE,E,19,17,57,25,1010.8,1007.8,5,7,26.5,35.4,No,0,No
2016-01-27,Cobar,26.4,30.6,0,12.6,NA,ESE,54,NE,N,24,11,58,55,1008.2,1005.5,7,7,27,29,No,7.4,Yes
2016-01-28,Cobar,19.6,36.7,7.4,7,NA,SW,37,N,WNW,11,9,76,25,1006.3,1002.9,5,4,23.2,35.2,Yes,0,No
2016-01-29,Cobar,20,29.8,0,10.6,NA,W,41,SW,SW,20,17,50,33,1002.6,1000.6,1,2,21.9,27.7,No,0,No
2016-01-30,Cobar,16.8,31.1,0,10,NA,NW,57,NE,NW,20,26,44,16,1001.4,998.7,1,3,22.5,28.4,No,0,No
2016-01-31,Cobar,12.9,29.2,0,9.4,NA,W,41,WNW,NW,15,17,48,22,1006.1,1004.3,1,3,19.7,27.4,No,0,No
2016-02-01,Cobar,17.7,33.5,0,9.4,NA,WSW,52,SW,WSW,13,20,38,17,1004.9,1003.1,1,1,23.4,32.4,No,0,No
2016-02-02,Cobar,18.2,32.8,0,13.6,NA,NE,31,NE,NW,20,13,40,28,1005.1,1001.9,7,7,23.5,31.9,No,1,No
2016-02-03,Cobar,23.5,32.6,1,5.4,NA,WSW,54,WSW,SSW,26,28,59,38,1001.9,1002.4,1,1,25.3,30.9,No,0,No
2016-02-04,Cobar,19.9,32.6,0,12.4,NA,E,50,S,SSE,20,17,58,40,1008.4,1006.7,7,6,20.4,29.4,No,0,No
2016-02-05,Cobar,19.6,32.4,0,11.6,NA,E,54,E,E,31,20,44,27,1011.8,1009.9,1,1,22.3,30.9,No,0,No
2016-02-06,Cobar,19.2,32.5,0,NA,NA,ESE,46,E,NE,22,9,52,33,1012.9,1010,NA,7,22.7,30.3,No,0.6,No
2016-02-07,Cobar,21.4,34.7,0.6,19.8,NA,SSE,35,ENE,SSE,17,15,53,24,1014.7,1012.1,1,3,24.3,33.2,No,0,No
2016-02-08,Cobar,20.5,35.5,0,14.4,NA,ESE,41,E,E,15,22,42,13,1016.6,1013.8,0,0,25.5,34.6,No,0,No
2016-02-09,Cobar,21.7,35.5,0,12.6,NA,ESE,46,ENE,ESE,26,19,32,15,1016.8,1014.5,0,0,26.1,34.1,No,0,No
2016-02-10,Cobar,21.3,37,0,9,NA,ENE,35,NE,SSE,26,9,38,17,1013.7,1010.2,0,3,26.1,34.5,No,0,No
2016-02-11,Cobar,23.5,38,0,12,NA,W,44,NNW,NNW,13,9,25,12,1011.5,1008.4,7,7,30.3,37.3,No,0.2,No
2016-02-12,Cobar,19.8,38.2,0.2,10,NA,E,30,NE,W,15,9,32,12,1012.5,1009.7,1,2,28.2,37.1,No,0,No
2016-02-13,Cobar,23.8,39.5,0,12,NA,W,37,NNE,ESE,17,13,31,11,1011.3,1008,NA,1,28.7,38.4,No,0,No
2016-02-14,Cobar,23.3,41.5,0,12.8,NA,WNW,56,NW,NNW,9,17,22,7,1009.5,1005.9,0,2,30.4,41.5,No,0,No
2016-02-15,Cobar,21.3,35.4,0,16.8,NA,WSW,44,S,SW,15,20,29,12,1011.1,1008.3,6,6,22.8,34,No,0,No
2016-02-16,Cobar,18.8,30.4,0,13,NA,SW,43,S,SW,17,20,34,19,1012.5,1010.1,0,NA,21.5,29.1,No,0,No
2016-02-17,Cobar,15.2,29.5,0,13,NA,SW,41,SSW,SSW,17,22,33,16,1012.5,1009.2,0,0,17.5,26.3,No,0,No
2016-02-18,Cobar,14.6,33,0,10.6,NA,SW,35,SSW,WSW,9,19,43,20,1009.7,1006.8,0,0,21,31.7,No,0,No
2016-02-19,Cobar,20.3,35.7,0,10,NA,WSW,43,E,WSW,9,15,25,13,1010.8,1009.7,NA,1,28.2,33.7,No,0,No
2016-02-20,Cobar,21.8,37.1,0,11.4,NA,SE,44,ESE,S,17,15,24,11,1015.4,1014.1,1,3,27.7,35.9,No,0,No
2016-02-21,Cobar,23.1,38.1,0,13.4,NA,ENE,46,E,SSE,20,15,52,19,1019.7,1017.3,NA,4,26.8,34.8,No,0,No
2016-02-22,Cobar,25.2,38.2,0,11.4,NA,ENE,35,NE,E,20,13,40,16,1021.1,1017.7,2,5,28.5,37.5,No,0,No
2016-02-23,Cobar,23.8,39.4,0,12,NA,SE,33,NE,ENE,19,20,25,12,1016.9,1013.8,1,1,28.8,38.2,No,0,No
